配信日時,プレスリリースURL,プレスリリースタイトル,プレスリリース種類,プレスリリースカテゴリ1,プレスリリースカテゴリ2,会社名,会社URL,業種,住所,電話番号,代表者,上場区分,資本金,設立日,資本金（万円）,設立年,設立月
2025-07-01 19:06:39,https://prtimes.jp/main/html/rd/p/000000256.000132788.html,【Amazonプライムデー2025】Jonukichワイヤレスイヤホンを特別価格で手に入れるチャンス,商品サービス,サーバ・周辺機器,EC・通販,JOYCHOU INDUSTRIAL HONG KONG CO.， LIMITED,-,商業（卸売業、小売業）,RM.1801，EASEY COMM. BLDG.，253-261 HENNESSY ROAD，WANCHAIHK,070-2336-2111,チョウ ダンセイ,未上場,-,2020年07月,-,2020,7
2025-07-01 19:05:07,https://prtimes.jp/main/html/rd/p/000000034.000042825.html,【WorkX】アビームコンサルティングにて執行役員を務めた元木氏と、ビジョン・コンサルティングにてCEOを務めた鶴田氏を迎え、コンサルティング組織の体制を強化,人物,経営・コンサルティング,シンクタンク,株式会社WorkX,https://work-x.com/,サービス業,東京都渋谷区恵比寿1丁目19番15号 ウノサワ東急ビル3階,050-5470-9373,東野智晴,未上場,1500万円,2018年10月,1500,2018,10
2025-07-01 19:04:03,https://prtimes.jp/main/html/rd/p/000001267.000030684.html,持続可能な二地域居住モデル「つながる、二地域暮らし」が始動,商品サービス,旅行・観光,その他,JAL,https://www.jal.com,倉庫・運輸関連業,東京都品川区東品川2-4-11 野村不動産天王洲ビル,03-5460-3121,鳥取 三津子,東証1部,-,1951年08月,-,1951,8
2025-07-01 19:03:10,https://prtimes.jp/main/html/rd/p/000000025.000071657.html,「不動産連合隊」運営のラルズネット、物件の空室写真にCGインテリアを追加する「バーチャルステージング」機能を新搭載,商品サービス,住宅・マンション,商業施設・オフィスビル,株式会社ラルズネット,https://www.rals.co.jp/,情報通信,北海道函館市桔梗町379-18,0138-34-2211,鈴木 太郎,未上場,1億円,2003年01月,10000,2003,1
2025-07-01 19:00:32,https://prtimes.jp/main/html/rd/p/000000004.000159603.html,東京大学 岡田 真人 教授がアドバイザー就任 — “AI for Science” に関する産学連携を開始,経営情報,ネットワーク・ネットワーク機器,アプリケーション・セキュリティ,Upstage AI株式会社,https://www.upstage.ai/,情報通信,東京都港区北青山1-3-3 三橋ビル3階,-,松下　紘之,未上場,1500万円,2024年11月,1500,2024,11
2025-07-01 19:00:29,https://prtimes.jp/main/html/rd/p/000000002.000163087.html,株式会社N-styleとINGICS TECHNOLOGY、販売代理店契約を締結,商品サービス,ネットワーク・ネットワーク機器,電子部品・半導体・電気機器,株式会社N-style,https://nsty.co.jp/,情報通信,茨城県小美玉市羽鳥 139,-,中村博,未上場,300万円,2020年03月,300,2020,3
2025-07-01 19:00:11,https://prtimes.jp/main/html/rd/p/000000128.000051014.html,株式会社HESTA大倉とやり投げ・長　麻尋（おさ・まひろ）選手とのスポンサー契約締結について,人物,スポーツ,電気・ガス・資源・エネルギー,株式会社HESTA大倉,https://okura.co.jp/,不動産業,東京都千代田区霞が関3丁目2番5号 霞ヶ関ビル6階,03-6261-4960,鬼塚友章,未上場,1億円,1955年01月,10000,1955,1
2025-07-01 19:00:08,https://prtimes.jp/main/html/rd/p/000000018.000124935.html,大阪ステーションシティと大規模再開発が続くうめきたエリアにポケモンたちが登場！？「ポケモン発見大作戦 in 大阪ステーションシティ&うめきた」本日オープン,イベント,漫画・アニメ,コンシューマーゲーム,株式会社OUGI,https://ougi-japan.com/,飲食店・宿泊業,東京都港区南青山4-13-9,-,太田高揚,未上場,-,2023年02月,-,2023,2
2025-07-01 19:00:01,https://prtimes.jp/main/html/rd/p/000000130.000119466.html,“求人広告だけに頼らない！” 採用PR × エリアマーケティングで創る「採用の新常識」無料オンラインセミナー開催,イベント,経営・コンサルティング,None,株式会社アナログPR,https://analogpr.co.jp/,情報通信,東京都港区南麻布2-8-21 SNUG MINAMI-AZABU 6F,03-6824-2171,松浦啓介,未上場,1000万円,2011年03月,1000,2011,3
2025-07-01 19:00:01,https://prtimes.jp/main/html/rd/p/000000088.000144334.html,猫アイテムの人気が止まらない？　“今月バズった30選” あるるで読み解くトレンドの兆し,商品サービス,EC・通販,None,創作品モール「あるる」,https://www.sr-net.co.jp/,情報通信,愛知県名古屋市中村区岩塚本通二丁目12番,052-413-6820,平山　宏,東証プライム,5億5015万円,1981年03月,55015,1981,3
2025-07-01 19:00:01,https://prtimes.jp/main/html/rd/p/000000248.000035880.html,【90周年記念】「サンロッカーズと歩んだ人生の1シーン」を募集！,キャンペーン,スポーツ,None,サンロッカーズ渋谷,https://www.sunrockers.jp/,サービス業,東京都品川区西品川1-1-1 住友不動産大崎ガーデンタワー10階,03-6864-4900,神田 康範,未上場,6000万円,2016年04月,6000,2016,4
2025-07-01 19:00:01,https://prtimes.jp/main/html/rd/p/000000001.000165307.html,ゴルファーのための“エナジー黒にんにく”『ドラコン黒にんにく』発売,商品サービス,食品・お菓子,ダイエット・健康食品・サプリメント,有限会社トータル,https://www.total-agri.jp/,製造業,青森県八戸市城下3-3-3,0178-38-3716,松頭 和弘,未上場,-,-,-,-,-
2025-07-01 19:00:01,https://prtimes.jp/main/html/rd/p/000002418.000002929.html,ポルノグラフィティ 岡野昭仁の「DISPATCHERS」“スタッフが来ちゃいました　in スペイン” がSPACE SHOWER TVにて放送決定,その他,音楽,テレビ・CM,株式会社スペースシャワーネットワーク,http://www.spaceshower.net/,情報通信,東京都渋谷区道玄坂2-25-12 道玄坂通7F,03-4531-3709,名取達利,未上場,-,1996年12月,-,1996,12
2025-07-01 19:00:01,https://prtimes.jp/main/html/rd/p/000001419.000017372.html,「Bitfan」にて、名古屋を中心に活動するアイドル・Ep:ChouChouのオフィシャルサイト＆ファンクラブをオープン！,商品サービス,ネットサービス,音楽,SKIYAKI,https://skiyaki.com/,情報通信,東京都渋谷区道玄坂2-25-12 道玄坂通 7F 道玄坂通 7F,03-5428-8378,小久保 知洋,未上場,31万円,2003年08月,31,2003,8
2025-07-01 19:00:01,https://prtimes.jp/main/html/rd/p/000000002.000124448.html,第６回リアビズ 高校生模擬起業グランプリ 一次審査を通過し30万円の資金を用いて実際にビジネスを行う8チームを発表,イベント,経営・コンサルティング,学校・大学,認定NPO法人　金融知力普及協会,https://apfl.or.jp/,教育・学習支援業,中央区日本橋1-4-1 日本橋一丁目ビルディング16F,03-5204-8270,金子昌資,未上場,-,2002年06月,-,2002,6
2025-07-01 19:00:01,https://prtimes.jp/main/html/rd/p/000004227.000029501.html,今年50歳を迎えるベテランコンビ・トータルテンボスが全16公演の全国漫才ツアー2025「半世紀」を開催決定！【7月5日(土)11:00よりFANYチケットにて先行受付開始のお知らせ】,イベント,芸能,None,吉本興業株式会社,http://www.yoshimoto.co.jp/corp/,サービス業,東京都新宿区新宿5丁目18番21号,-,岡本 昭彦,未上場,1000万円,1912年04月,1000,1912,4
2025-07-01 19:00:01,https://prtimes.jp/main/html/rd/p/000000003.000027906.html,『ノーゲーム・ノーライフ』榎宮祐がキャラデザイン！VTuber「堕天みろ」、Luminaria Production -るみぷろ- に降臨,商品サービス,芸能,ネットサービス,エルツリー,https://eltree.co.jp/,情報通信,東京都足立区竹の塚1-40-15 庄栄ビル5F BPT505,-,宮川 彰之,未上場,600万円,2016年07月,600,2016,7
2025-07-01 19:00:01,https://prtimes.jp/main/html/rd/p/000000066.000038266.html,エルメス専門ブティック【GINZA XIAOMA】でBrillar＜ブリジャール＞＆オハラパールのジュエリー取扱スタート！上質な空間で出会う、モアサナイトと真珠の輝き,イベント,ジュエリー・アクセサリー,レディースファッション,株式会社Brillar,https://brillar.co.jp/,商業（卸売業、小売業）,東京都中央区銀座2-2-8 銀座日商ビル4階,03-5579-5693,小原亦聡,未上場,500万円,2017年12月,500,2017,12
2025-07-01 18:59:18,https://prtimes.jp/main/html/rd/p/000000133.000007224.html,癒しのカピバラ がコンセプトの新ぬいぐるみ「チャビマル」がデビュー。“”総計３万個のぬいぐるみを大放出する「スタンプラリー」開催決定！,商品サービス,おもちゃ・遊具・人形,レストラン・ファストフード・居酒屋,株式会社クリアストーン,http://www.clearstone.co.jp/,製造業,東京都新宿区西新宿6-15-1 パークタワー　ラ・トゥール新宿709,03-5989-8100,小野 志堅,未上場,1億円,2004年04月,10000,2004,4
2025-07-01 18:56:18,https://prtimes.jp/main/html/rd/p/000000313.000040183.html,フレンチハーフブッフェイベント　“リボンの日”にちなんで、コントワール「リュバン」にて8月7日・8日の2日間限定開催！,イベント,ホテル・旅館,レストラン・ファストフード・居酒屋,株式会社神戸ポートピアホテル,https://www.portopia.co.jp/,サービス業,兵庫県神戸市中央区港島中町6-10-1,078-302-1111,中内　仁,未上場,5000万円,1977年06月,5000,1977,6
2025-07-01 18:54:38,https://prtimes.jp/main/html/rd/p/000000004.000163580.html,【速報】トム・クルーズ アカデミー賞名誉賞受賞決定！,イベント,映画・演劇・DVD,芸能,MAVERICK合同会社,-,飲食店・宿泊業,神奈川県鎌倉市腰越3-14-4,-,小林秀樹,未上場,-,2025年04月,-,2025,4
2025-07-01 18:51:53,https://prtimes.jp/main/html/rd/p/000000013.000160999.html,【日本比較サイト制作】導入実績で選ぶ！情報通信SaaS比較サイト制作キャンペーンを本日スタート。,商品サービス,システム・Webサイト・アプリ開発,ネットサービス,日本比較サイト制作合同会社,https://hikaku-site.co.jp/,情報通信,東京都渋谷区道玄坂1丁目10番8号 渋谷道玄坂東急ビル,-,日本比較サイト制作,未上場,-,2025年04月,-,2025,4
2025-07-01 18:50:57,https://prtimes.jp/main/html/rd/p/000000011.000142232.html,「坂祝町」にて企業版ふるさと納税の寄附目録・感謝状贈呈式を開催,経営情報,電気・ガス・資源・エネルギー,環境・エコ・リサイクル,岐阜電力株式会社,https://gifuden.jp/,電気・ガス業,岐阜県岐阜市金町 6-2１ 岐阜ステーションビル8階,058-264-3006,下田平真樹,未上場,3400万円,2016年09月,3400,2016,9
2025-07-01 18:50:52,https://prtimes.jp/main/html/rd/p/000000023.000148225.html,東京証券取引所スタンダード市場への新規上場に関するお知らせ,経営情報,建設・土木,その他,株式会社レント,https://www.rent.co.jp/,サービス業,静岡県静岡市駿河区国吉田1-6-10,054-265-2201,岡田 朗,-,14億100万円,1984年06月,140100,1984,6
2025-07-01 18:50:01,https://prtimes.jp/main/html/rd/p/000000538.000036256.html,Twelve South AirFly Pro 2｜ワイヤレスイヤホンを直感操作で2台同時接続、Bluetooth接続トランスミッター／レシーバーがFocal Point DIRECT各店で販売開始,商品サービス,パソコン・周辺機器,モバイル端末,フォーカルポイント株式会社,https://www.focal.co.jp,商業（卸売業、小売業）,東京都港区赤坂9丁目5番12号 パークサイドシックス,-,恩田英樹,未上場,4141万円,1989年05月,4141,1989,5
2025-07-01 18:49:25,https://prtimes.jp/main/html/rd/p/000001904.000080271.html,記録のお供、ノートについて大調査！,調査レポート,マーケティング・リサーチ,None,株式会社ナビット,https://www.navit-j.com/,情報通信,東京都千代田区九段南1-5-5 九段サウスサイドスクエア8階,03-5215-5713,福井　泰代,未上場,9950万円,2001年01月,9950,2001,1
2025-07-01 18:48:50,https://prtimes.jp/main/html/rd/p/000000254.000132788.html,【Amazonプライムデー2025】HusbzortのMagSafe対応モバイルバッテリーを特別価格で手に入れるチャンス,商品サービス,モバイル端末,EC・通販,JOYCHOU INDUSTRIAL HONG KONG CO.， LIMITED,-,商業（卸売業、小売業）,RM.1801，EASEY COMM. BLDG.，253-261 HENNESSY ROAD，WANCHAIHK,070-2336-2111,チョウ ダンセイ,未上場,-,2020年07月,-,2020,7
2025-07-01 18:46:18,https://prtimes.jp/main/html/rd/p/000000030.000043885.html,Mirakl 佐藤恭平社長「次のEC成長戦略のヒントを読み解く『羅針盤』」＜「EC白書2025」へのスペシャリストレビューを紹介＞,調査レポート,雑誌・本・出版物,EC・通販,株式会社日本流通産業新聞社,https://www.bci.co.jp/,情報通信,東京都中央区日本橋兜町１１－１１ ニッシンビル２F,03-3661-5898,成田利明,未上場,1000万円,1983年09月,1000,1983,9
2025-07-01 18:43:29,https://prtimes.jp/main/html/rd/p/000001266.000030684.html,「TECH-Tokyo」にオフィシャル・エアラインとして参画,商品サービス,旅行・観光,その他,JAL,https://www.jal.com,倉庫・運輸関連業,東京都品川区東品川2-4-11 野村不動産天王洲ビル,03-5460-3121,鳥取 三津子,東証1部,-,1951年08月,-,1951,8
2025-07-01 18:40:01,https://prtimes.jp/main/html/rd/p/000003351.000005180.html,7月11日（金）六甲山 夏の風物詩「氷室開き」を自然体感展望台 六甲枝垂れで開催！ 体験型アートイベント「エモい展」も好評開催中！,イベント,アウトドア・登山,アート・カルチャー,阪神電気鉄道株式会社,https://www.hanshin.co.jp/,倉庫・運輸関連業,大阪府大阪市福島区海老江1丁目1番24号,-,久須勇介,未上場,293億8448万円,1899年06月,2938448,1899,6
